,Facility Name,City,country,ident,airport_ident,Lat,Long
20926,Opapimiskan Lake Airport,Musselwhite Mine,Canada,KM8,CKM8,52.6067008972,-90.3768997192
20927,Monistrol de Montserrat,Monistrol de Montserrat,Spain,\N,\N,41.608889000000005,1.8419439999999998
20928,Santa Coloma de Cervell Railway Station,Santa Coloma de Cervello,Spain,\N,\N,41.370676,2.0234919999999996
20929,Rockville Amtrak Station,Rockville,United States,\N,\N,39.0844971,-77.14826140000001
20930,Aeri de Montserrat,Monistrol de Montserrat,Spain,\N,\N,41.591209,1.853361
20931,Placa d Espanya Station,Barcelona,Spain,\N,\N,41.374722,2.149167
20932,Bern Railway Station,Bern,Switzerland,ZDJ,\N,46.949721999999994,7.439444
20933,Olten Railway Station,Olten,Switzerland,\N,\N,47.351944,7.9077779999999995
20934,Thalwil Railway Station,Thalwil,Switzerland,\N,\N,47.29600000000001,8.5648
20935,Zug Railway Station,Zug,Switzerland,\N,\N,47.174167,8.515556
20936,Baar Railway Station,Baar,Switzerland,\N,\N,47.194787,8.522461999999999
20937,Shanzihe,Rizhao,China,RIZ,ZSRZ,35.4045,119.323
20938,Shaxian,Sanming,China,SQJ,ZSSM,26.4274,117.8377
20939,Bruchsal Station,Bruchsal,Germany,\N,\N,49.123889,8.59
20940,Izuhara International Passenger Terminal,Tsushima,Japan,\N,\N,34.196232,129.293662
20941,Taroom Airport,Taroom,Australia,XTO,YTAM,-25.801700592041016,149.89999389648438
20942,Gelnhausen Airport,Gelnhausen,Germany,\N,EDFG,50.19722366333008,9.170000076293944
20943,Ærø Airport,Aero,Denmark,\N,EKAE,54.85279846191406,10.456399917602539
20944,Lauterbach Airport,Lauterbach-Wernges,Germany,\N,EDFT,50.68333435058594,9.410833358764648
20945,Aschaffenburg Airport,Aschaffenburg,Germany,\N,EDFC,49.93888854980469,9.063888549804688
20946,Squamish Airport,Squamish,Canada,YSE,CYSE,49.7817001343,-123.16200256299999
20947,Hillsdale Station,Hillsdale,United States,\N,\N,37.537778,-122.2975
20948,Wuxi East Railway Station,Wuxi,China,\N,\N,31.5987539,120.45334890000001
20949,Shanghai Hongqiao Railway Station,Shanghai,China,\N,\N,31.194255,121.32064000000004
20950,Taian Railway Station,Taian,China,\N,\N,36.171876,117.03483699999992
20951,Jinan Railway Station,Jinan,China,\N,\N,36.671209000000005,116.991585
20952,Hangzhou East Railway Station,Hangzhou,China,\N,\N,30.291065999999997,120.21293400000002
20953,Shijiazhuang Railway Station,Shijiazhuang,China,\N,\N,38.02141599999999,114.48674000000004
20954,Huizhou South Railway Station,Huizhou,China,\N,\N,22.787322,114.487558
20955,Plovdiv South Bus Station,Plovdiv,Bulgaria,\N,\N,42.13556129999999,24.74221
20956,Langfang Railway Station,Langfang,China,\N,\N,39.515149,116.70748100000004
20957,Changsha South Railway Station,Changsha,China,\N,\N,28.1462817,113.0637074
20958,Wuhan Railway Station,Wuhan,China,\N,\N,30.607484999999997,114.42426799999998
20959,Reichelsheim Airport,Reichelsheim,Germany,\N,EDFB,50.33583450317383,8.878055572509766
20960,Dolmar,Dolmar-Kuehndorf,Germany,\N,DOLM,50.6125,10.472778
20961,Marburg-Schönstadt Airport,Schoenstadt,Germany,\N,EDFN,50.87444305419922,8.8149995803833
20962,Lauenbrück Airport,Lauenbrueck,Germany,\N,EDHU,53.20750045776367,9.57333278656006
20963,Hüttenbusch Airport,Huettenbusch,Germany,\N,EDXU,53.28666687011719,8.947221755981445
20964,Vrsar Crljenka Airport,Vsar,Croatia,\N,LDPV,45.1417007446289,13.630599975585938
20965,Kongens Nytorv Station,Copenhagen,Denmark,\N,\N,55.67933299999999,12.585167
20966,Union County Airport,Marysville,United States,MRT,KMRT,40.224700927734375,-83.35160064697266
20967,La Grande-4 Airport,La Grande-4,Canada,YAH,CYAH,53.754699707,-73.67530059810001
20968,Alert Bay Airport,Alert Bay,Canada,YAL,CYAL,50.58219909667969,-126.91600036621094
20969,Liverpool South Shore Regional Airport,Liverpool,Canada,,CYAU,44.2303009033,-64.85610198970001
20970,Kona Dock,Kailua-Kona Hawaii,United States,\N,\N,19.638587,-155.996739
20971,Nipawin Airport,Nipawin,Canada,YBU,CYBU,53.33250045776367,-104.00800323486328
20972,James T. Field Memorial Aerodrome,Centralia,Canada,YCE,CYCE,43.285599,-81.508301
20973,Blue River Airport,Blue River,Canada,YCP,CYCP,52.11669921875,-119.28299713134766
20974,Chetwynd Airport,Chetwynd,Canada,YCQ,CYCQ,55.68719863891602,-121.6269989013672
20975,Ross River Airport,Ross River,Canada,XRR,CYDM,61.9706001282,-132.42300415
20976,Dolbeau St Felicien Airport,Dolbeau-St-Félicien,Canada,YDO,CYDO,48.778499603271,-72.375
20977,Amos Magny Airport,Amos,Canada,YEY,CYEY,48.56389999389648,-78.24970245361328
20978,Goderich Airport,Goderich,Canada,YGD,CYGD,43.766899108900006,-81.7106018066
20979,Hope Airport,Hope,Canada,YHE,CYHE,49.3683013916,-121.49800109899999
20980,Haines Junction Airport,Haines Junction,Canada,YHT,CYHT,60.78919982910156,-137.54600524902344
20981,Digby / Annapolis Regional Airport,Digby,Canada,YDG,CYID,44.5458450365,-65.7854247093
20982,Fort Liard Airport,Fort Liard,Canada,YJF,CYJF,60.2358016968,-123.46900177
20983,Key Lake Airport,Key Lake,Canada,YKJ,CYKJ,57.25609970092773,-105.61799621582031
20984,Leaf Rapids Airport,Leaf Rapids,Canada,YLR,CYLR,56.51330184936523,-99.98529815673828
20985,Matane Airport,Matane,Canada,YME,CYME,48.85689926147461,-67.45330047607422
20986,Charlevoix Airport,Charlevoix,Canada,YML,CYML,47.59749984741211,-70.22389984130861
20987,Nejanilini Lake Airport,Nejanilini Lake,Canada,\N,CYNN,59.4874992371,-97.7802963257
20988,Owen Sound / Billy Bishop Regional Airport,Owen Sound,Canada,YOS,CYOS,44.5903015137,-80.8375015259
20989,Port Hawkesbury Airport,Port Hawkesbury,Canada,YPS,CYPD,45.6567001343,-61.3680992126
20990,St Thomas Municipal Airport,St Thomas,Canada,YQS,CYQS,42.77000045776367,-81.11080169677734
20991,Ottawa / Rockcliffe Airport,Ottawa,Canada,YRO,CYRO,45.460300445600005,-75.64610290530001
20992,Ottawa / Carp Airport,Ottawa,Canada,YRP,CYRP,45.3191986084,-76.0222015381
20993,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Canada,YSH,CYSH,44.94580078125,-75.94059753417969
20994,St Leonard Airport,St Leonard,Canada,YSL,CYSL,47.15750122070313,-67.83470153808594
20995,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,Virden,Canada,YVD,CYVD,49.878299713100006,-100.91799926799999
20996,Vernon Airport,Vernon,Canada,YVE,CYVK,50.24810028076172,-119.33100128173828
20997,Beaver Creek Airport,Beaver Creek,Canada,YXQ,CYXQ,62.4103012084961,-140.86700439453125
20998,Salmon Arm Airport,Salmon Arm,Canada,YSN,CZAM,50.682802,-119.228996
20999,Kelsey Airport,Kelsey,Canada,KES,CZEE,56.0374984741,-96.5096969604
21000,Pukatawagan Airport,Pukatawagan,Canada,XPK,CZFG,55.7491989136,-101.26599884
21001,Grand Forks Airport,Grand Forks,Canada,ZGF,CZGF,49.01559829711914,-118.43099975585938
21002,Jenpeg Airport,Jenpeg,Canada,ZJG,CZJG,54.51890182495117,-98.0460968017578
21003,Thicket Portage Airport,Thicket Portage,Canada,YTD,CZLQ,55.31890106201172,-97.70780181884766
21004,Pikwitonei Airport,Pikwitonei,Canada,PIW,CZMN,55.58890151977539,-97.16419982910156
21005,Poplar River Airport,Poplar River,Canada,XPP,CZNG,52.9965258788,-97.27419376370001
21006,Pincher Creek Airport,Pincher Creek,Canada,WPC,CZPC,49.520599365200006,-113.997001648
21007,Stewart Airport,Stewart,Canada,ZST,CZST,55.935410448,-129.982434511
21008,Ignace Municipal Airport,Ignace,Canada,ZUC,CZUC,49.4296989440918,-91.7177963256836
21009,Neubrandenburg Airport,Neubrandenburg,Germany,FNB,EDBN,53.6022,13.306
21010,Airport Bamberg-Breitenau,Bamberg,Germany,\N,EDQA,49.920403,10.914233
21011,Zerbst Airport,Zerbst/Anhalt,Germany,\N,EDUZ,52.000831604003906,12.148611068725586
21012,RAF Spadeadam,Spadeadam,United Kingdom,\N,EGOM,55.0499992371,-2.54999995232
21013,RAF Kinloss,Kinloss,United Kingdom,FSS,EGQK,57.6493988037,-3.5606400966600003
21014,Biała Podlaska Airfield,Biała Podlaska,Poland,BXP,EPBP,52.00078,23.132527800000002
21015,Cewice Military Airport,Lębork,Poland,\N,EPCE,54.4160003662,17.763299942
21016,Deblin Military Air Base,Dęblin,Poland,\N,EPDE,51.551399231000005,21.8936004639
21017,Leczyca Military Air Base,Leczyca,Poland,\N,EPLY,52.004699707,19.1455993652
21018,Minsk Mazowiecki Military Air Base,,Poland,\N,EPMM,52.19549942020001,21.6558990479
21019,Powidz Military Air Base,,Poland,\N,EPPW,52.3793983459,17.8539009094
21020,Tomaszow Mazowiecki Military Air Base,Tomaszów Mazowiecki,Poland,\N,EPTM,51.584400177,20.0977993011
21021,Björkvik Air Base,Björkvik,Sweden,\N,ESKX,58.79079818725586,16.571199417114258
21022,Ljungbyhed Airport,Ljungbyhed,Sweden,\N,ESTL,56.082801818847656,13.212499618530273
21023,Daugavpils Intrenational Airport,Daugavpils,Latvia,DGP,EVDA,55.9447212219,26.665000915500002
21024,Jēkabpils Air Base,Jēkabpils,Latvia,\N,EVKA,56.534698,25.8925
21025,Jūrmala Airport,Tukums,Latvia,\N,EVTA,56.9422,23.2239
21026,Kėdainiai Air Base,Kėdainiai,Lithuania,\N,EYKD,55.31169891357422,23.95639991760254
21027,Lime Acres Finsch Mine Airport,Lime Acres,South Africa,LMR,FALC,-28.36009979248047,23.43910026550293
21028,Sua Pan Airport,Sowa,Botswana,SXN,FBSN,-20.5534,26.115801
21029,Lusaka City Airport,Lusaka,Zambia,\N,FLLC,-15.4138002396,28.330699920700003
21030,Sumbe Airport,Sumbe,Angola,NDD,FNSU,-11.16790008544922,13.84749984741211
21031,Mangochi Airport,Mangochi,Malawi,MAI,FWMG,-14.482999801635742,35.266998291015625
21032,Arandis Airport,Arandis,Namibia,ADI,FYAR,-22.462200164794922,14.979999542236328
21033,Mariental Airport,Mariental,Namibia,\N,FYML,-24.60540008544922,17.925399780273438
21034,Almaza Air Force Base,Cairo,Egypt,\N,HEAZ,30.091800689697266,31.36000061035156
21035,Beni Suef Air Base,Beni Suef,Egypt,\N,HEBS,29.20829963684082,31.01659965515137
21036,Jiyanklis Air Base,Jiyanklis,Egypt,\N,HEGS,30.81979942321777,30.191200256347656
21037,Merowe New Airport,Merowe,Sudan,MWE,HSMN,18.4433333333,31.8433333333
21038,St Louis Regional Airport,Alton/St Louis,United States,ALN,KALN,38.89030075069999,-90.04599761959999
21039,Chandler Field,Alexandria,United States,AXN,KAXN,45.866298675500005,-95.3946990967
21040,Columbus Municipal Airport,Columbus,United States,CLU,KBAK,39.2619018555,-85.8963012695
21041,Curtis Field,Brady,United States,BBD,KBBD,31.179300308200002,-99.32389831540002
21042,Eastern Sierra Regional Airport,Bishop,United States,BIH,KBIH,37.373100280799996,-118.36399841299999
21043,Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.8372993469,-117.808998108
21044,Miley Memorial Field,Big Piney,United States,BPI,KBPI,42.58509827,-110.1110001
21045,Ozark Regional Airport,Mountain Home,United States,WMH,KBPK,36.3689002991,-92.4704971313
21046,W K Kellogg Airport,Battle Creek,United States,BTL,KBTL,42.3073005676,-85.25150299069999
21047,Burley Municipal Airport,Burley,United States,BYI,KBYI,42.5425987244,-113.77200317399999
21048,Northeast Iowa Regional Airport,Charles City,United States,CCY,KCCY,43.072601318400004,-92.61080169680001
21049,Chanute Martin Johnson Airport,Chanute,United States,CNU,KCNU,37.668800354,-95.4850997925
21050,Jacksonville Executive at Craig Airport,Jacksonville,United States,CRG,KCRG,30.3362998962,-81.51439666750002
21051,Crossville Memorial Whitson Field,Crossville,United States,CSV,KCSV,35.9513015747,-85.08499908450001
21052,Davison Army Air Field,Fort Belvoir,United States,DAA,KDAA,38.715000152600005,-77.1809997559
21053,Barstow Daggett Airport,Daggett,United States,DAG,KDAG,34.85369873,-116.78700259999998
21054,Deming Municipal Airport,Deming,United States,DMN,KDMN,32.262298584,-107.721000671
21055,Desert Rock Airport,Mercury,United States,DRA,KDRA,36.6194,-116.032997
21056,Needles Airport,Needles,United States,EED,KEED,34.7663002014,-114.62300109899999
21057,Duke Field,Crestview,United States,EGI,KEGI,30.65040016,-86.52290344
21058,Murray Field,Eureka,United States,EKA,KEKA,40.8033981323,-124.112998962
21059,San Marcos Municipal Airport,San Marcos,United States,HYI,KHYI,29.8927001953125,-97.86299896240234
21060,Sawyer County Airport,Hayward,United States,HYR,KHYR,46.02519989010001,-91.44429779050002
21061,Kimble County Airport,Junction,United States,JCT,KJCT,30.5112991333,-99.76349639889999
21062,Monticello Municipal Ellis Field,Monticello,United States,LLQ,KLLQ,33.638599400000004,-91.75099945
21063,Derby Field,Lovelock,United States,LOL,KLOL,40.0663986206,-118.565002441
21064,Mobridge Municipal Airport,Mobridge,United States,MBG,KMBG,45.54650116,-100.40799709999999
21065,Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,United States,MCB,KMCB,31.17849922,-90.47190094
21066,Southern Illinois Airport,Carbondale/Murphysboro,United States,MDH,KMDH,37.778099060058594,-89.25199890136719
21067,Mc Entire Joint National Guard Base,Eastover,United States,MMT,KMMT,33.92079926,-80.80130005
21068,Brunswick Executive Airport,Brunswick,United States,NHZ,KNHZ,43.89220047,-69.93859863
21069,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,NRB,KNRB,30.39109993,-81.42469788
21070,Orangeburg Municipal Airport,Orangeburg,United States,OGB,KOGB,33.456798553467,-80.859497070312
21071,Columbus Municipal Airport,Columbus,United States,OLU,KOLU,41.44800186,-97.34259796
21072,Ottumwa Regional Airport,Ottumwa,United States,OTM,KOTM,41.10660172,-92.44789886
21073,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States,OZR,KOZR,31.27569962,-85.71340179
21074,Ralph Wenz Field,Pinedale,United States,PWY,KPNA,42.79550171,-109.8069992
21075,Dutchess County Airport,Poughkeepsie,United States,POU,KPOU,41.6265983581543,-73.88420104980469
21076,New Richmond Regional Airport,New Richmond,United States,RNH,KRNH,45.14830017,-92.5381012
21077,Russell Municipal Airport,Russell,United States,RSL,KRSL,38.872100830078004,-98.811798095703
21078,Redwood Falls Municipal Airport,Redwood Falls,United States,RWF,KRWF,44.54719925,-95.08229828
21079,Salinas Municipal Airport,Salinas,United States,SNS,KSNS,36.662799835205,-121.60600280761999
21080,Sonora Municipal Airport,Sonora,United States,SOA,KSOA,30.585699081420998,-100.6490020752
21081,Saline County Regional Airport,Benton,United States,SUZ,KSUZ,34.59059906,-92.47940063
21082,Tonopah Airport,Tonopah,United States,TPH,KTPH,38.06019974,-117.086998
21083,Aurora State Airport,Aurora,United States,UAO,KUAO,45.24710083007813,-122.7699966430664
21084,Ukiah Municipal Airport,Ukiah,United States,UKI,KUKI,39.125999450684,-123.20099639893
21085,University Oxford Airport,Oxford,United States,UOX,KUOX,34.384300231934,-89.536796569824
21086,Huntsville Regional Airport,Huntsville,United States,HTV,KUTS,30.7469005585,-95.5871963501
21087,Miller Field,Valentine,United States,VTN,KVTN,42.85779953,-100.5479965
21088,Winnemucca Municipal Airport,Winnemucca,United States,WMC,KWMC,40.8965988159,-117.805999756
21089,West Woodward Airport,Woodward,United States,WWR,KWWR,36.438,-99.5226667
21090,Cape Canaveral AFS Skid Strip,Cocoa Beach,United States,XMR,KXMR,28.4675998688,-80.56659698490002
21091,Homey (Area 51) Airport,Groom Lake,United States,\N,KXTA,37.23500061035156,-115.81099700927734
21092,Zanesville Municipal Airport,Zanesville,United States,ZZV,KZZV,39.9444007874,-81.89209747310001
21093,Gjadër Air Base,Gjadër,Albania,\N,LAGJ,41.895199,19.5987
21094,Kukës Airport,Kukës,Albania,\N,LAKU,42.0336990356,20.4158992767
21095,Kuçovë Air Base,Kuçovë,Albania,\N,LAKV,40.77190017700195,19.901899337768555
21096,Vlorë Air Base,Vlorë,Albania,\N,LAVL,40.47610092163086,19.474199295043945
21097,Uzundzhovo Air Base,Haskovo,Bulgaria,\N,LBHS,41.97639846801758,25.589799880981445
21098,Gabrovnitsa Air Base,Gabrovnitsa,Bulgaria,\N,LBMG,43.5443000793457,23.272499084472656
21099,Graf Ignatievo Air Base,Graf Ignatievo,Bulgaria,\N,LBPG,42.29040145874024,24.714000701904297
21100,Dolna Mitropoliya Air Base,Dolna Mitropoliya,Bulgaria,\N,LBPL,43.451401000000004,24.5028
21101,Balchik Air Base,Balchik,Bulgaria,\N,LBWB,43.42380142211914,28.18129920959473
21102,Cuatro Vientos Airport,Madrid,Spain,ECV,LECU,40.3707008362,-3.78514003754
21103,Castellón-Costa Azahar Airport,Castellón de la Plana,Spain,CDT,LEDS,40.213889,0.07333300000000001
21104,Teruel Airport,Teruel,Spain,TEV,LETL,40.403,-1.2183
21105,Blois-Le Breuil Airport,Blois/Le Breuil,France,\N,LFOQ,47.678502,1.20884
21106,Trento-Mattarello Airport,Trento (TN),Italy,TN0,LIDT,46.0214,11.1242
21107,Alessandria Airport,Alessandria,Italy,\N,LILA,44.925201,8.62513
21108,Biella-Cerrione Airport,Biella (BI),Italy,\N,LILE,45.4953,8.102780000000001
21109,Vercelli Airport,Vercelli,Italy,\N,LILI,45.310233000000004,8.417935
21110,Casale Monferrato Airport,Casale Monferrato,Italy,\N,LILM,45.111198,8.45603
21111,Varese-Venegono Airport,Varese,Italy,\N,LILN,45.742199,8.88823
21112,Novi Ligure Airport,Novi Ligure,Italy,\N,LIMR,44.779999,8.786389999999999
21113,Sarzana-Luni Air Base,Sarzana (SP),Italy,QLP,LIQW,44.088001,9.98795
21114,Câmpia Turzii Air Base,Câmpia Turzii,Romania,\N,LRCT,46.50230026245117,23.885900497436523
21115,Mărculeşti International Airport,Mărculeşti,Moldova,\N,LUBM,47.86270141601562,28.212799072265625
21116,Cahul International Airport,Cahul,Moldova,\N,LUCH,45.843799591099994,28.2637004852
21117,Tiraspol Airport,Tiraspol,Moldova,\N,LUTR,46.86809921264648,29.590599060058594
21118,Batajnica Air Base,Batajnica,Serbia,BJY,LYBT,44.935299,20.2575
21119,Rubelsanto Airport,Rubelsanto,Guatemala,RUV,MGRB,15.991999626159668,-90.44529724121094
21120,Coronel Enrique Soto Cano Air Base,Comayagua,Honduras,XPL,MHSC,14.3824,-87.621201
21121,Upala Airport,Upala,Costa Rica,UPL,MRUP,10.8922,-85.01619699999999
21122,San Nicolas De Bari Airport,San Nicolás,Cuba,QSN,MUNB,22.75609970092773,-81.9208984375
21123,San Julian Air Base,Pinar Del Rio,Cuba,SNJ,MUSJ,22.09530067443848,-84.1520004272461
21124,Dawadmi Domestic Airport,,Saudi Arabia,\N,OEDM,24.4499,44.121201
21125,King Khaled Air Base,,Saudi Arabia,KMX,OEKM,18.29730033874512,42.80350112915039
21126,Riyadh Air Base,Riyadh,Saudi Arabia,XXN,OERY,24.709800720214844,46.72520065307617
21127,Jam Airport,Kangan,Iran,KNR,OIBJ,27.820499420166016,52.35219955444336
21128,Hamadan Air Base,Hamadan,Iran,\N,OIHS,35.21160125732422,48.65340042114258
21129,Payam International Airport,Karaj,Iran,PYK,OIIP,35.776100158691,50.826698303223
21130,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,Kuwait,XIJ,OKAJ,28.9347991943,47.791900634799994
21131,Rayak Air Base,Rayak,Lebanon,\N,OLRA,33.850799560546875,35.987701416015625
21132,Mirpur Khas Air Base,Mirpur Khas,Pakistan,MPD,OPMK,25.6825008392334,69.07279968261719
21133,Minhas Air Base,Kamra,Pakistan,ATG,OPMS,33.8690986633,72.4009017944
21134,Rafiqui Air Base,Shorkot,Pakistan,\N,OPRQ,30.758100509643555,72.28250122070312
21135,Faisal Air Base,Karachi,Pakistan,\N,OPSF,24.87420082092285,67.11849975585939
21136,Mushaf Air Base,Sargodha,Pakistan,SGI,OPSR,32.048599243164055,72.66500091552734
21137,Qayyarah West Airport,Qayyarah,Iraq,RQW,ORQW,35.76720047,43.1250991821
21138,Al Sahra Army Air Field,Tikrit,Iraq,\N,ORSH,34.67319869995117,43.54299926757813
21139,Tall Afar Army Air Field,Tall Afar,Iraq,\N,ORTF,36.28310012817383,42.40299987792969
21140,Al Taji Army Air Field,Taji,Iraq,\N,ORTI,33.52389907836914,44.25669860839844
21141,Ubaydah Bin Al Jarrah Airport,Al Cut,Iraq,\N,ORUB,32.48199844360352,45.75709915161133
21142,Nenana Municipal Airport,Nenana,United States,ENN,PANN,64.54730224609375,-149.07400512695312
21143,Wasilla Airport,Wasilla,United States,WWA,PAWS,61.5717010498,-149.539993286
21144,Gangshan Air Force Base,Gangshan,Taiwan,\N,RCAY,22.78249931335449,120.26300048828124
21145,Asahikawa Airport,,Japan,\N,RJCA,43.79520034790039,142.36300659179688
21146,Iwakuni Marine Corps Air Station,Iwakuni,Japan,IWK,RJOI,34.143902000000004,132.23599199999998
21147,Utsunomiya Airport,,Japan,QUT,RJTU,36.51449966430664,139.87100219726562
21148,Jungwon Air Base,,South Korea,\N,RKTI,37.02999877929688,127.88500213623048
21149,Ie Jima Airport,Ie,Japan,IEJ,RORE,26.7220001221,127.78500366200001
21150,Allah Valley Airport,Surallah,Philippines,AAV,RPMA,6.366819858551025,124.7509994506836
21151,Bislig Airport,,Philippines,BPH,RPMF,8.195949554443361,126.3219985961914
21152,Mati National Airport,,Philippines,MXI,RPMQ,6.94936990737915,126.27300262451172
21153,Presidente Néstor Kirchner Regionsl Airport,Villa Maria,Argentina,VMR,SAOV,-32.3201,-63.22663000000001
21154,Chafei Amsei Airport,Barretos,Brazil,BAT,SBBT,-20.584499359131,-48.594100952148
21155,Base de Aviação de Taubaté Airport,Taubaté,Brazil,QHP,SBTA,-23.04010009765625,-45.51599884033203
21156,Barriles Airport,Tocopilla,Chile,TOQ,SCBE,-22.14109992980957,-70.06289672851561
21157,Cochrane Airport,Cochrane,Chile,LGR,SCHR,-47.24380111694336,-72.5884017944336
21158,Chañaral Airport,Chañaral,Chile,CNR,SCRA,-26.332500457763672,-70.6072998046875
21159,Panguilemo Airport,Talca,Chile,TLX,SCTL,-35.37779998779297,-71.60169982910156
21160,Victoria Airport,Victoria,Chile,ZIC,SCTO,-38.245601654052734,-72.34860229492188
21161,Las Breas Airport,Taltal,Chile,TTC,SCTT,-25.56430053710937,-70.37590026855469
21162,Gomez Nino Apiay Air Base,Apiay,Colombia,API,SKAP,4.07607,-73.5627
21163,Coveñas Airport,Coveñas,Colombia,CVE,SKCV,9.40092,-75.6913
21164,German Olano Air Base,La Dorada,Colombia,PAL,SKPQ,5.48361,-74.6574
21165,Paz De Ariporo Airport,Paz De Ariporo,Colombia,PZA,SKPZ,5.87615,-71.8866
21166,Tunja Airport,Tunja,Colombia,\N,SKTJ,5.54138,-73.3445
